37;air_base;1190.00;10.00;200.00;2.85;0
37;naval_base;1128.00;9.50;195.00;-0.20;12239
37;bunker;1199.00;10.00;187.00;2.48;0
37;floating_harbor;1133.93;9.50;178.30;-3.76;2878
37;floating_harbor;1127.63;9.50;186.14;-3.34;2895
37;floating_harbor;1182.46;9.50;173.02;-3.22;7262
37;floating_harbor;1194.85;9.50;173.10;-3.31;12241
37;floating_harbor;1159.30;9.50;174.21;-3.39;12243
38;air_base;1201.00;10.00;294.00;1.90;0
38;bunker;1137.00;10.00;262.00;1.43;0
39;air_base;1253.00;10.00;323.00;1.29;0
39;bunker;1259.00;10.00;321.00;5.22;0
40;air_base;1323.00;10.00;256.00;0.34;0
40;bunker;1328.00;10.00;252.00;4.47;0
41;air_base;1372.00;10.00;246.00;4.57;0
41;naval_base;1405.00;9.73;235.00;0.67;5351
41;bunker;1402.00;10.00;257.00;0.41;0
41;floating_harbor;1373.56;9.50;202.69;-2.43;1272
41;floating_harbor;1404.15;9.50;225.65;-2.07;1960
41;floating_harbor;1420.00;9.50;251.00;-1.57;7401
41;floating_harbor;1373.39;9.50;203.73;-3.86;8441
41;floating_harbor;1410.37;9.50;229.53;-2.47;12186
42;air_base;1391.00;10.00;298.00;0.25;0
42;bunker;1398.00;10.00;296.00;5.59;0
43;air_base;1314.00;10.00;304.00;4.47;0
43;bunker;1314.00;10.00;324.00;3.08;0
44;air_base;1247.00;10.00;348.00;3.87;0
44;bunker;1223.00;10.00;350.00;0.86;0
45;air_base;1227.00;10.00;426.00;2.92;0
45;bunker;1235.00;10.00;401.00;1.43;0
46;air_base;1188.00;10.00;403.00;0.86;0
46;bunker;1160.00;10.00;433.00;3.08;0
47;air_base;1225.00;10.00;489.00;1.36;0
47;bunker;1238.00;10.00;498.00;3.08;0
48;air_base;1190.00;10.00;499.00;5.59;0
48;bunker;1167.00;10.00;484.00;5.22;0
49;air_base;1242.00;10.00;568.00;4.64;0
49;bunker;1228.00;10.00;556.00;0.92;0
50;air_base;1155.00;10.00;625.00;4.03;0
50;bunker;1190.00;10.00;590.00;4.10;0
51;air_base;1217.00;10.00;616.00;3.08;0
51;bunker;1213.00;10.00;588.00;5.65;0
52;air_base;1248.00;10.00;588.00;1.02;0
52;bunker;1284.00;10.00;601.00;4.70;0
53;air_base;1173.00;10.00;638.00;2.98;0
53;bunker;1187.00;10.00;641.00;4.70;0
54;air_base;1175.00;10.00;722.00;0.92;0
54;bunker;1189.00;10.00;692.00;1.09;0
55;air_base;1153.00;10.00;755.00;1.43;0
55;bunker;1154.00;10.00;741.00;4.70;0
56;air_base;1229.00;10.00;727.00;5.65;0
56;bunker;1216.00;10.00;706.00;5.82;0
57;air_base;1253.00;10.00;626.00;4.70;0
57;bunker;1259.00;10.00;656.00;5.22;0
58;air_base;1335.00;10.00;621.00;4.10;0
58;bunker;1322.00;10.00;632.00;5.22;0
59;air_base;1252.00;10.00;679.00;3.15;0
59;bunker;1272.00;10.00;676.00;5.82;0
60;air_base;1311.00;10.00;715.00;1.09;0
60;bunker;1333.00;10.00;714.00;4.17;0
61;air_base;1387.00;10.00;680.00;0.49;0
61;bunker;1358.00;10.00;678.00;0.55;0
62;air_base;1445.00;10.00;622.00;5.82;0
62;bunker;1474.00;10.00;669.00;2.11;0
63;air_base;1490.00;10.00;631.00;5.22;0
63;bunker;1505.00;10.00;625.00;1.16;0
64;air_base;1548.00;10.00;625.00;5.72;0
64;bunker;1539.00;10.00;655.00;5.28;0
65;air_base;1610.00;10.00;641.00;3.66;0
65;bunker;1610.00;10.00;631.00;5.28;0
66;air_base;1672.00;10.00;625.00;4.17;0
66;bunker;1664.00;10.00;627.00;0.55;0
67;air_base;1705.00;10.00;669.00;2.11;0
67;bunker;1719.00;10.00;639.00;2.78;0
68;air_base;1776.00;10.00;664.00;1.16;0
68;bunker;1785.00;10.00;679.00;5.28;0
69;air_base;1648.00;10.00;672.00;0.55;0
69;bunker;1649.00;10.00;672.00;4.33;0
70;air_base;1602.00;10.00;683.00;5.89;0
70;bunker;1599.00;10.00;682.00;2.27;0
71;air_base;1536.00;10.00;688.00;5.28;0
71;bunker;1530.00;10.00;696.00;2.17;0
72;air_base;1492.00;10.00;684.00;4.33;0
72;bunker;1508.00;10.00;687.00;2.17;0
73;air_base;1470.00;10.00;703.00;2.27;0
73;bunker;1449.00;10.00;704.00;4.85;0
74;air_base;1362.00;10.00;706.00;2.78;0
74;bunker;1424.00;10.00;750.00;4.91;0
75;air_base;1283.00;10.00;740.00;2.17;0
75;bunker;1254.00;10.00;738.00;3.29;0
76;air_base;1451.00;10.00;738.00;0.12;0
76;bunker;1450.00;10.00;739.00;5.35;0
77;air_base;1515.00;10.00;750.00;0.62;0
77;bunker;1528.00;10.00;722.00;5.35;0
78;air_base;1556.00;10.00;730.00;4.85;0
78;bunker;1562.00;10.00;743.00;3.29;0
79;air_base;1600.00;10.00;736.00;5.35;0
79;bunker;1642.00;10.00;703.00;4.48;0
80;air_base;1706.00;10.00;693.00;3.29;0
80;bunker;1688.00;10.00;710.00;2.41;0
81;air_base;1741.00;10.00;711.00;2.34;0
81;bunker;1763.00;10.00;693.00;4.48;0
82;air_base;1795.00;10.00;807.00;1.74;0
82;naval_base;1845.00;10.00;783.00;1.06;8998
82;bunker;1824.00;10.00;774.00;1.81;0
82;floating_harbor;1849.12;9.50;772.60;-2.08;3079
82;floating_harbor;1855.96;9.50;797.27;-1.68;8539
83;air_base;1769.00;10.00;782.00;0.79;0
83;bunker;1727.00;10.00;796.00;1.81;0
84;air_base;1676.00;10.00;794.00;5.01;0
84;bunker;1661.00;10.00;805.00;1.81;0
85;air_base;1629.00;10.00;813.00;5.52;0
85;bunker;1620.00;10.00;816.00;3.52;0
86;air_base;1555.00;10.00;774.00;4.91;0
86;bunker;1558.00;10.00;807.00;4.48;0
87;air_base;1494.00;10.00;836.00;5.42;0
87;bunker;1495.00;10.00;795.00;1.87;0
88;air_base;1439.00;10.00;798.00;3.36;0
88;bunker;1431.00;10.00;777.00;1.97;0
89;air_base;1449.00;10.00;831.00;2.41;0
89;bunker;1440.00;10.00;833.00;5.08;0
90;air_base;1404.00;10.00;831.00;1.81;0
90;bunker;1423.00;10.00;817.00;2.92;0
91;air_base;1378.00;10.00;782.00;0.85;0
91;bunker;1337.00;10.00;781.00;1.37;0
92;air_base;1250.00;10.00;778.00;5.08;0
92;bunker;1255.00;10.00;771.00;2.04;0
93;air_base;1339.00;10.00;826.00;4.48;0
93;bunker;1372.00;10.00;913.00;2.65;0
94;air_base;1437.00;10.00;870.00;3.52;0
94;bunker;1430.00;10.00;898.00;3.59;0
95;air_base;1477.00;10.00;863.00;2.92;0
95;bunker;1523.00;10.00;872.00;5.15;0
96;air_base;1587.00;10.00;840.00;1.97;0
96;bunker;1551.00;10.00;869.00;1.53;0
97;air_base;1640.00;10.00;879.00;1.37;0
97;bunker;1604.00;10.00;879.00;2.04;0
98;air_base;1697.00;10.00;850.00;1.87;0
98;bunker;1722.00;10.00;854.00;2.04;0
99;air_base;1742.00;10.00;825.00;6.10;0
99;bunker;1753.00;10.00;829.00;1.53;0
100;air_base;1802.00;10.00;841.00;5.15;0
100;naval_base;1858.00;10.00;841.00;1.49;3420
100;bunker;1803.00;10.00;838.00;5.06;0
100;floating_harbor;1864.98;9.50;833.42;-1.65;11278
101;air_base;1063.00;10.00;207.00;4.54;0
101;bunker;1046.00;10.00;215.00;0.48;0
102;air_base;864.00;10.00;156.00;3.59;0
102;naval_base;814.00;9.50;129.00;-0.83;12817
102;bunker;860.00;10.00;181.00;3.73;0
102;floating_harbor;878.60;9.50;113.80;-2.21;2727
102;floating_harbor;837.87;9.50;110.74;-3.61;5807
102;floating_harbor;896.01;9.50;117.30;-2.85;6893
102;floating_harbor;825.37;9.50;122.03;-3.23;7594
102;floating_harbor;859.15;9.50;106.10;-2.98;12273
103;air_base;752.00;10.00;172.00;1.53;0
103;naval_base;732.00;9.50;141.00;-0.46;12674
103;bunker;739.00;10.00;182.00;2.78;0
103;floating_harbor;794.85;9.50;124.10;-3.31;56
103;floating_harbor;749.85;9.50;130.10;-3.31;1146
103;floating_harbor;774.60;9.50;128.00;-2.60;6924
103;floating_harbor;730.87;9.50;133.74;-3.61;8308
103;floating_harbor;721.30;9.50;135.03;-3.24;12259
103;floating_harbor;785.99;9.50;126.07;-3.00;12269
104;air_base;900.00;10.00;219.00;2.04;0
104;bunker;858.00;10.00;248.00;3.81;0
105;air_base;737.00;10.00;320.00;6.26;0
105;bunker;717.00;10.00;307.00;3.90;0
106;air_base;825.00;10.00;392.00;0.48;0
106;bunker;877.00;10.00;399.00;2.78;0
107;air_base;919.00;10.00;390.00;4.71;0
107;bunker;962.00;10.00;329.00;5.96;0
108;air_base;994.00;10.00;309.00;2.65;0
108;bunker;1013.00;10.00;245.00;1.23;0
109;air_base;1060.00;10.00;284.00;4.61;0
109;bunker;1078.00;10.00;303.00;5.80;0
110;air_base;1018.00;10.00;380.00;2.55;0
110;bunker;1034.00;10.00;347.00;5.80;0
111;air_base;1079.00;10.00;403.00;1.60;0
111;bunker;1093.00;10.00;388.00;4.84;0
112;air_base;805.00;10.00;654.00;1.00;0
112;naval_base;823.00;10.00;607.00;-3.99;2264
112;bunker;769.00;10.00;589.00;2.41;0
112;floating_harbor;758.00;9.50;624.00;1.57;1358
112;floating_harbor;760.80;9.50;540.40;-3.79;1849
112;floating_harbor;795.76;9.50;663.43;-0.40;1895
112;floating_harbor;813.07;9.50;533.30;-2.52;3430
112;floating_harbor;829.37;9.50;577.10;-2.00;5049
112;floating_harbor;829.23;9.50;616.65;-0.84;5736
112;floating_harbor;829.86;9.50;547.37;-1.37;6829
112;floating_harbor;759.06;9.50;613.71;1.01;7047
112;floating_harbor;758.05;9.50;642.13;-4.59;7549
112;floating_harbor;759.93;9.50;570.30;-3.76;7578
112;floating_harbor;830.79;9.50;620.30;-1.82;8410
112;floating_harbor;830.98;9.50;647.58;-1.49;9050
112;floating_harbor;829.43;9.50;566.76;-1.17;9107
112;floating_harbor;794.71;9.50;532.06;-2.58;11751
113;air_base;937.00;10.00;502.00;0.05;0
113;bunker;928.00;10.00;481.00;5.45;0
114;air_base;946.00;10.00;651.00;5.73;0
114;bunker;921.00;10.00;594.00;2.41;0
115;air_base;843.00;10.00;626.00;4.78;0
115;naval_base;842.00;9.50;624.00;-1.85;7248
115;bunker;860.00;10.00;629.00;1.23;0
115;floating_harbor;836.69;9.50;618.56;0.86;655
115;floating_harbor;837.63;9.50;574.53;-3.82;1699
115;floating_harbor;834.27;9.50;626.92;1.29;7470
115;floating_harbor;834.00;9.50;632.00;1.57;11608
115;floating_harbor;834.04;9.50;564.77;1.46;11728
115;floating_harbor;832.00;9.50;580.00;-3.14;7226
116;air_base;945.00;10.00;691.00;2.72;0
116;bunker;927.00;10.00;709.00;2.19;0
117;air_base;746.00;10.00;294.00;3.22;0
117;bunker;738.00;10.00;295.00;4.47;0
118;air_base;886.00;10.00;615.00;1.16;0
118;bunker;885.00;10.00;589.00;0.11;0
119;air_base;802.00;10.00;241.00;0.21;0
119;bunker;723.00;10.00;227.00;6.03;0
120;air_base;1048.00;10.00;934.00;1.07;0
120;bunker;990.00;10.00;905.00;2.25;0
121;air_base;1076.00;10.00;569.00;0.11;0
121;bunker;1075.00;10.00;561.00;5.80;0
122;air_base;1019.00;10.00;563.00;5.80;0
122;bunker;1010.00;10.00;564.00;4.84;0
123;air_base;1092.00;10.00;465.00;4.84;0
123;naval_base;1111.00;10.00;507.00;-3.65;11806
123;bunker;1048.00;10.00;508.00;1.81;0
123;floating_harbor;1108.90;9.50;459.85;-1.74;1393
123;floating_harbor;1117.97;9.50;478.30;-1.67;5082
123;floating_harbor;1117.00;9.50;492.40;-2.11;9072
123;floating_harbor;1051.30;9.50;431.21;-3.39;11896
123;floating_harbor;1087.37;9.50;435.53;-2.47;11897
124;air_base;1051.00;10.00;655.00;2.78;0
124;bunker;1072.00;10.00;645.00;5.96;0
125;air_base;1031.00;10.00;696.00;2.19;0
125;bunker;1012.00;10.00;707.00;4.40;0
126;air_base;815.00;10.00;823.00;1.23;0
126;bunker;778.00;10.00;767.00;2.85;0
127;air_base;960.00;10.00;797.00;5.45;0
127;bunker;959.00;10.00;800.00;1.30;0
128;air_base;1055.00;10.00;785.00;5.96;0
128;bunker;1065.00;10.00;772.00;0.86;0
129;air_base;1148.00;10.00;772.00;3.90;0
129;bunker;1108.00;10.00;789.00;0.86;0
130;air_base;1192.00;10.00;809.00;4.40;0
130;bunker;1168.00;10.00;837.00;4.47;0
131;air_base;1225.00;10.00;814.00;3.81;0
131;bunker;1215.00;10.00;843.00;0.26;0
132;air_base;1268.00;10.00;840.00;2.85;0
132;bunker;1316.00;10.00;848.00;3.60;0
133;air_base;1229.00;10.00;903.00;2.25;0
133;bunker;1220.00;10.00;895.00;0.36;0
134;air_base;1187.00;10.00;897.00;1.30;0
134;bunker;1192.00;10.00;925.00;4.99;0
135;air_base;1127.00;10.00;855.00;5.52;0
135;bunker;1129.00;10.00;855.00;4.99;0
136;air_base;832.00;10.00;992.00;6.03;0
136;bunker;833.00;10.00;991.00;0.26;0
137;air_base;891.00;10.00;968.00;3.97;0
137;bunker;898.00;10.00;960.00;2.41;0
138;air_base;923.00;10.00;992.00;4.47;0
138;bunker;906.00;10.00;995.00;0.86;0
139;air_base;962.00;10.00;983.00;2.41;0
139;bunker;944.00;10.00;994.00;5.59;0
140;air_base;1138.00;10.00;995.00;0.36;0
140;bunker;1146.00;10.00;1011.00;0.65;0
140;floating_harbor;1136.44;9.50;1019.31;0.71;5827
140;floating_harbor;1182.99;9.50;1020.70;0.29;7713
140;floating_harbor;1117.99;9.50;1019.93;-0.14;8103
142;air_base;1382.00;10.00;967.00;0.26;0
142;bunker;1346.00;10.00;1001.00;0.49;0
143;air_base;1438.00;10.00;964.00;5.59;0
143;bunker;1416.00;10.00;966.00;2.48;0
144;air_base;1486.00;10.00;924.00;4.99;0
144;bunker;1477.00;10.00;965.00;5.15;0
145;air_base;1429.00;10.00;986.00;4.04;0
145;bunker;1447.00;10.00;987.00;3.60;0
146;air_base;1514.00;10.00;916.00;3.44;0
146;bunker;1537.00;10.00;917.00;2.55;0
147;air_base;1502.00;10.00;999.00;2.48;0
147;bunker;1529.00;10.00;999.00;0.93;0
148;air_base;1610.00;10.00;921.00;0.43;0
148;bunker;1599.00;10.00;902.00;2.05;0
149;air_base;1607.00;10.00;974.00;0.93;0
149;bunker;1605.00;10.00;958.00;1.61;0
150;air_base;1639.00;10.00;912.00;5.15;0
150;bunker;1651.00;10.00;920.00;2.55;0
151;air_base;1672.00;10.00;985.00;4.20;0
151;bunker;1647.00;10.00;1004.00;0.65;0
152;air_base;1711.00;10.00;921.00;3.60;0
152;bunker;1694.00;10.00;920.00;0.49;0
153;air_base;1715.00;10.00;897.00;4.10;0
153;bunker;1710.00;10.00;905.00;5.22;0
154;air_base;1759.00;10.00;950.00;2.05;0
154;bunker;1767.00;10.00;914.00;3.16;0
155;air_base;1747.00;10.00;990.00;2.55;0
155;bunker;1744.00;10.00;988.00;3.16;0
156;air_base;1790.00;10.00;1007.00;0.49;0
156;naval_base;1789.00;10.00;1013.00;-3.34;6414
156;bunker;1804.00;10.00;1003.00;0.05;0
156;floating_harbor;1807.57;9.50;1019.82;-0.23;4883
156;floating_harbor;1830.70;9.50;1020.79;-0.24;6750
156;floating_harbor;1792.37;9.50;1020.86;-0.20;11010
157;air_base;1834.00;10.00;978.00;6.18;0
157;bunker;1817.00;10.00;971.00;3.67;0
158;air_base;1800.00;10.00;928.00;5.22;0
158;bunker;1799.00;10.00;920.00;5.29;0
159;air_base;1859.00;10.00;873.00;3.16;0
159;naval_base;1871.00;10.00;891.00;1.43;11192
159;bunker;1871.00;10.00;893.00;3.23;0
159;floating_harbor;1869.20;9.50;863.40;-2.50;4050
159;floating_harbor;1877.93;9.50;889.01;-1.71;8494
160;air_base;1853.00;10.00;951.00;3.67;0
160;naval_base;1877.00;10.00;915.00;1.39;4032
160;bunker;1845.00;10.00;917.00;1.68;0
160;floating_harbor;1888.64;9.50;934.21;-1.25;1125
160;floating_harbor;1894.99;9.50;955.61;-1.63;3592
160;floating_harbor;1891.99;9.50;941.56;-1.63;6884
160;floating_harbor;1884.89;9.50;910.75;-1.75;9293
161;air_base;1873.00;10.00;993.00;1.61;0
161;naval_base;1859.00;10.00;1013.00;-3.14;889
161;bunker;1855.00;10.00;985.00;1.17;0
161;floating_harbor;1901.00;9.50;987.00;-1.57;1340
161;floating_harbor;1892.30;9.50;1018.53;-0.66;3197
161;floating_harbor;1857.00;9.50;1021.00;0.00;8567
162;air_base;1997.00;10.00;883.00;0.65;0
162;naval_base;1990.00;9.50;917.00;-1.11;2899
162;bunker;2009.00;10.00;884.00;0.12;0
162;floating_harbor;1985.00;9.50;874.40;-4.17;32
162;floating_harbor;2011.00;9.50;902.00;0.00;1279
162;floating_harbor;2043.79;9.50;878.70;-1.33;4405
162;floating_harbor;2000.36;9.50;863.79;-4.39;7399
162;floating_harbor;1988.74;9.50;907.13;1.11;11157
162;floating_harbor;1985.74;9.50;911.87;-4.25;11140
163;air_base;1986.00;10.00;970.00;0.06;0
163;naval_base;1988.00;9.50;919.00;-0.46;2899
163;floating_harbor;2051.00;9.50;968.00;-1.57;7489
163;floating_harbor;1979.87;9.50;914.74;-3.61;8528
163;floating_harbor;1939.12;9.50;949.18;-3.73;8824
163;floating_harbor;2050.92;9.50;934.06;-1.42;8907
163;floating_harbor;1929.21;9.50;955.36;-2.82;9376
163;floating_harbor;1937.00;9.50;955.00;-3.14;11072
164;air_base;2187.00;10.00;942.00;0.56;0
164;naval_base;2160.00;9.50;946.00;-1.46;3205
164;bunker;2166.00;10.00;951.00;1.17;0
164;floating_harbor;2178.77;9.50;963.96;-0.11;8490
165;air_base;2146.00;10.00;1004.00;6.24;0
165;naval_base;2097.00;10.00;932.00;-3.88;11096
165;bunker;2070.00;10.00;936.00;0.50;0
165;floating_harbor;2133.91;9.50;973.76;-1.00;1242
165;floating_harbor;2097.60;9.50;944.16;-4.29;8994
165;floating_harbor;2067.30;9.50;970.03;-3.24;189
165;floating_harbor;2055.40;9.50;940.20;0.93;303
165;floating_harbor;2064.18;9.50;915.12;-4.12;852
165;floating_harbor;2104.70;9.50;980.99;-1.86;1373
165;floating_harbor;2087.60;9.50;945.00;-0.54;2863
165;floating_harbor;2160.13;9.50;905.74;-2.68;2921
165;floating_harbor;2142.01;9.50;944.07;-3.28;3121
165;floating_harbor;2078.14;9.50;902.63;-4.51;3526
165;floating_harbor;2126.27;9.50;976.04;-3.25;3829
165;floating_harbor;2135.70;9.50;942.97;-0.10;5362
165;floating_harbor;2086.85;9.50;944.10;-3.31;5663
165;floating_harbor;2130.99;9.50;889.30;-3.43;5749
165;floating_harbor;2102.92;9.50;941.47;1.05;6215
165;floating_harbor;2138.79;9.50;972.36;-3.46;7368
165;floating_harbor;2067.01;9.50;944.07;-3.28;7537
165;floating_harbor;2114.00;9.50;889.00;-3.14;7606
165;floating_harbor;2175.56;9.50;972.69;-2.43;8623
165;floating_harbor;2103.41;9.50;938.99;-0.06;8670
165;floating_harbor;2149.77;9.50;944.65;0.84;8686
165;floating_harbor;2102.71;9.50;937.18;-0.74;9498
165;floating_harbor;2102.40;9.50;974.80;-4.07;11034
166;air_base;2164.00;10.00;1009.00;5.29;0
166;naval_base;2044.00;10.00;979.00;-4.57;7733
166;bunker;2055.00;10.00;989.00;5.97;0
166;floating_harbor;2047.98;9.50;989.28;-2.86;4648
166;floating_harbor;2046.36;9.50;980.79;-4.39;8102
166;floating_harbor;2047.52;9.50;988.62;-3.84;11017
166;floating_harbor;2051.93;9.50;985.99;-1.43;11038
167;air_base;1960.00;10.00;1028.00;3.23;0
167;naval_base;1988.00;10.00;1032.00;-3.06;6398
167;bunker;1968.00;10.00;985.00;1.39;0
167;floating_harbor;1955.30;9.50;1038.79;0.24;1644
167;floating_harbor;1989.42;9.50;1039.98;0.08;6886
167;floating_harbor;1975.00;9.50;1040.00;0.00;10995
168;air_base;1790.00;10.00;1065.00;3.73;0
168;bunker;1799.00;10.00;1049.00;4.85;0
169;air_base;1343.00;10.00;1047.00;1.68;0
169;bunker;1337.00;10.00;1090.00;2.70;0
170;air_base;1435.00;10.00;1081.00;0.72;0
170;bunker;1413.00;10.00;1054.00;4.48;0
171;air_base;1403.00;10.00;1107.00;0.12;0
171;bunker;1411.00;10.00;1133.00;4.92;0
172;air_base;1346.00;10.00;1130.00;4.35;0
172;bunker;1334.00;10.00;1146.00;0.26;0
